,Title,Brand,Label
349,"Ertiga Hybrid Bisa Dikredit, Suzuki Finance Kasih Promo Spesial",Suzuki,1
351,Suzuki Siapkan Mobil Sport Bermesin Canggih,Suzuki,1
352,"Beli Mobil Suzuki Sekarang, Diganjar Cashback Tambahan",Suzuki,1
353,"Bulan Depan, Suzuki Bakal Luncurkan Ertiga Hybrid",Suzuki,1
354,Suzuki Finance Siapkan Pembiayaan Spesial Untuk Ertiga Hybrid,Suzuki,1
355,"Inilah Penjelasan Cara Kerja Suzuki Smart Hybrid, Simple Sob",Suzuki,1
356,Suzuki Smart Hybrid : Kejutan Baru Untuk Konsumen Indonesia?,Suzuki,1
357,Mengapa Suzuki Lebih Suka AGS Ketimbang CVT? Ini Alasannya!,Suzuki,1
358,Konsumsi BBM Suzuki Ertiga Hybrid,Suzuki,1
361,"Kompromi Sama Isi Dompet, Harga Pasaran Suzuki Ertiga Bekas Mulai Menggiurkan",Suzuki,1
363,"Dijual Rp 270 Jutaan, Intip Fitur Terbaru Dari Suzuki Ertiga Hybrid GX Manual",Suzuki,1
365,"Muncul Narasi Konsumsi BBM Dalam Kota Suzuki All New Ertiga Hybrid Bisa Tembus 18,2 Km/Liter?",Suzuki,1
366,"Dipakai All New Ertiga, Ini Detail Dari Teknologi Smart Hybrid Suzuki",Suzuki,1
367,"Meski Enggak Kebagian Mesin Hybrid, Suzuki Ertiga Tipe GA dan GL Ikut Disegarkan",Suzuki,1
368,"Rival Banyak Berubah, Ertiga Hybrid Tidak, Suzuki Pede Produk Tetap Menjual",Suzuki,1
369,"Gaspol, Suzuki Siap Ekspor Ertiga Hybrid ke 12 Negara, Amerika Latin Masuk",Suzuki,1
371,"Paling Ditunggu, Suzuki GSX-250R Versi 2022 Meluncur, Mesin Dua Silinder",Suzuki,1
374,"Ertiga Hybrid Diarak ke 34 Kota, Suzuki Pasang Target Penjualan Segini",Suzuki,1
376,"Suzuki S-Presso Terciduk Digendong Truk di Tanjung Priok, Siap Rilis Tahun Ini?",Suzuki,1
377,"Mumpung Masih Promo, Kredit Suzuki Ertiga Hybrid 2022, Angsuran Rp 4 Jutaan",Suzuki,1
378,"Bawa Anak Enggak Kehujanan dan Kepanasan, Suzuki Esteem Cocok Buat Dana Cekak",Suzuki,1
379,"Smart Hybrid Lanjut ke Rakitan Dalam Negeri, Sinyal Kuat Mampir di Suzuki XL7",Suzuki,1
381,"Rencana Siksa Suzuki Ertiga Hybrid Hingga 100 Ribu Km, Siapin Biaya Servis Segini",Suzuki,1
382,"Suzuki All New Ertiga Hybrid Mendarat di Solo, Ada 4 Pilihan, Segini Banderolnya",Suzuki,1
383,"Suzuki Ertiga Hybrid Tanpa Android Auto dan Apple CarPlay, Tapi Ada Fitur Mirroring Ini",Suzuki,1
385,"Lima Negara Ini Kepincut Suzuki XL7, Ekspor Melejit 30 Persen",Suzuki,1
387,"Bisa Buat Pertimbangan, Komunitas Beberkan Plus Minus Suzuki Ertiga Seken",Suzuki,1
388,"Setor Rp 5 Juta, Selesai Launching Suzuki Ertiga Facelift 2022 Dikirim ke Rumah",Suzuki,1
389,"Santai dan Teliti, Cek Bagian Krusial Ini Saat Berburu Suzuki Ertiga Bekas",Suzuki,1
390,"Suzuki Satria 120R Jadi Pusat Perhatian, Pelek VND Six Star Bikin Sporty, Bobot Enteng",Suzuki,1
391,"Ekspor CBU Suzuki XL7 Meningkat Hingga 30%, Ini 5 Negara Yang Permintaannya Tinggi",Suzuki,1
397,"Penyakit Suzuki Ertiga Manual, Gigi Mundur Macet, Biang Kerok Dari Sini",Suzuki,-1
398,Mobil Hybrid Murah Suzuki di Indonesia Rakitan Lokal dan akan Diekspor,Suzuki,1
399,‘Kode’ Peluncuran Mobil Baru Suzuki Juni 2022! Ertiga Hybrid?,Suzuki,1
400,"Inden Suzuki Jimny di Indonesia Masih juga Panjang, Ada yang 5 Tahun!",Suzuki,1
401,"Segera Dijual, Harga & Biaya Perawatan Mobil Hybrid Suzuki Dijanjikan Terjangkau",Suzuki,1
406,"Suzuki Ertiga Sudah, Seperti Ini Dugaan Wujud dan Fitur XL7 Hybrid 2022",Suzuki,1
408,"Pesaing Toyota Raize, dan Konsumsi BBM Mobil Honda 26 Kpl",Toyota,1
410,"Toyota Kijang Innova Hybrid Hadir Akhir 2022, Produksi Lokalnya Lagi Disiapkan",Toyota,1
411,Toyota Konversi Calya Menjadi Mobil Listrik Bersama Tiga Universitas,Toyota,1
412,Toyota Ungkap Hasil Riset Mobil Listrik! Konsumen Indonesia Rela Bayar Lebih Mahal?,Toyota,0
413,"Toyota Veloz 2022, Saudara Avanza yang Lebih Sporty dan Canggih",Toyota,1
414,"Toyota Fortuner Hybrid Meluncur 2023, dari Thailand ke Indonesia?",Toyota,1
415,Toyota Pamer Inovasi Baru di Bidang Makanan,Toyota,1
416,"Kerennya Mobil MPV Baru Toyota, Meluncur Sebentar Lagi",Toyota,1
417,"Kerennya Mobil Baru Toyota, dan Jadwal Buka Tutup Puncak",Toyota,1
418,Mobil Pesaing Toyota Raize Resmi Meluncur,Toyota,0
419,"Ogah Kalah Dari Avanza, Toyota C-HR Hybrid Dibekali Toyota Safety Sense & T inTouch",Toyota,1
422,Khann Rilis Paket Dress-Up Untuk Toyota Land Cruiser 300,Toyota,1
423,Toyota bZ4X AWD Tidak Bisa Fast-Charging Dalam Cuaca Ekstrim!,Toyota,1
424,xEV Center : Pusat Belajar Mobil Listrik Dari Toyota Untuk Indonesia,Toyota,0
425,"Jadi Hybrid + Monokok, Apakah Toyota Innova Ladder Frame Akan Disuntik Mati?",Toyota,-1
426,"Toyota Luncurkan Fortuner Dengan Mild-Hybrid Tahun Depan, Indonesia Kebagian?",Toyota,1
427,"Inilah 4 Zona di xEV Center Toyota Indonesia, Bisa Nyoba Mobil Listrik!",Toyota,0
428,Toyota Innova Hybrid Akan Gunakan Platform TNGA-C?,Toyota,1
429,Toyota C-HR Hybrid Kini Dilengkapi Toyota Safety Sense,Toyota,1
430,Toyota Gagal Memenuhi Target Produksi karena Masalah Ini,Toyota,-1
431,Mobil Penantang Toyota Raize Bakal Setop Diproduksi?,Toyota,1
432,Segini Harga Mobil Toyota Starlet Versi Baru,Toyota,1
436,Toyota Investasi Besar-Besaran untuk Kendaraan Listrik,Toyota,0
439,Begini Tips Berburu Toyota Calya dan Daihatsu Sigra,Toyota,0
440,"All New Avanza Terjual 17.000, Penjualan Toyota Tumbuh 34,9%, Josgandos!",Toyota,1
441,"Diidamkan Penyuka SUV, Ini Kelebihan & Kekurangan Toyota Fortuner",Toyota,1
442,"Sedot Bensin Dari Tangki ke Jeriken, Toyota Kijang Separuh Jadi Bangkai",Toyota,-1
446,"Toyota Kijang Ulang Tahun ke-45, Innova Hybrid Dipastikan Produksi Lokal",Toyota,1
447,"Enggak Habis Pikir, Rp 145 Juta Habis Demi Selamatkan si Toyota Kijang Doyok Ini",Toyota,0
448,"Memang Tiada Duanya, Toyota Kijang Ultah ke-45, Ini Kisah Awalnya di Indonesia",Toyota,1
452,"Parah, Satu Pelat Nomor Beda Warna Dipakai Toyota Hilux dan Kijang Innova Dinas",Toyota,0
453,"Penjualan Toyota Melejit 34,9 Persen, Veloz dan Avanza Terlaris",Toyota,1
454,"All New Ertiga Hybrid Meluncur, Toyota Siap Tandingi, Innova Hybrid Ancang-ancang",Toyota,1
455,"Pemilik Toyota Calya Matik Waspada, Transmisi Disebut Rentan Jebol Karena Ini",Toyota,-1
456,"Lampu Depan Honda PCX 160 Getar, Solusi Ganti Part Milik Toyota Fortuner Ini",Toyota,-1
458,"Enggak Perlu Dikuras, Segini Biaya Ganti Oli Matik Toyota Calya dan Daihatsu Sigra",Toyota,1
459,Tim TOYOTA GAZOO Racing Borong Podium Kejurnas Slalom 2022 Seri 1,Toyota,0
460,"Mobil Baru Segera Hadir di RI, dan Harga New Toyota Starlet",Toyota,1
461,"Bukan Nama Resmi, Julukan Reborn di Toyota Kijang Innova Muncul Dari Sini",Toyota,1
462,"Serasa Mobil Sport, Segini Biaya Pasang Paddle Shift di Setir Toyota Veloz",Toyota,0
464,Mobil Keren Toyota di Indonesia Dapat Fitur Canggih,Toyota,1
465,Bocoran Spesifikasi Mobil Toyota Pesaing Hyundai Creta,Toyota,0
466,"Bukan Raize, Ini Mobil Baru Pesaing Hyundai Creta dari Toyota",Toyota,0
467,Toyota Ungkap Kunci Percepatan Pengembangan Mobil Listrik di RI,Toyota,1
468,Pembeli Mobil Toyota Dapat Layanan Baru,Toyota,0
469,Minat Beli Toyota Raize? Segini Biaya Servisnya,Toyota,1
470,Toyota Calya Versi Canggih Beredar di Indonesia,Toyota,1
471,Toyota Indonesia Gandeng 6 Kampus untuk Riset Mobil Listrik,Toyota,1
472,"Sedan Mewah Toyota Camry Rp10 Jutaan, dan Harga Rival Honda CR-V",Toyota,1
473,Pabrik Toyota di Jepang Kembali Didera Masalah,Toyota,-1
475,Segini Harga Mobil Bekas Toyota Veloz Terbaru,Toyota,0
476,Toyota Camry Hadir dengan Edisi Terbaru,Toyota,1
478,Toyota Tunjukkan Hasil Pendapatan yang Meningkat,Toyota,1
479,Toyota Venza Hadir dengan Edisi Terbaru,Toyota,1
480,Bocoran Jadwal Peluncuran Toyota Innova Baru,Toyota,1
482,"Toyota Alphard SC Cuma Dicolek Kaki-Kakinya, Hasilnya Rancak Bana!",Toyota,1
483,"Update Harga Veloz Sampai Innova, Pilihan MPV Toyota Mulai Rp 140 Jutaan",Toyota,1
486,"Mobil Baru Toyota Hadir Bulan Depan, Ini Bocorannya",Toyota,1
490,Toyota Corolla Conquest 2000 Tampil Makin ganteng Berkat Aksesori OEM,Toyota,1
491,Toyota Highlander Hadir dengan Penyegaran Baru di Mesin,Toyota,1
493,"Anti Panas dan Hujan, Pasaran Toyota Corolla Twincam 1.6 Seharga Honda PCX 160",Toyota,1
494,"Volkswagen Rilis Golf R 20 Years Edition, Versi Terkencang Yang Pernah Diproduksi!",Volkswagen,1
495,Volkswagen Siap Produksi Ratusan Ribu Mobil Listrik di Tahun ini,Volkswagen,1
496,Ducati dan VW Sepakat Merakit Lokal di Argentina,Volkswagen,1
497,Volvo Buat Aplikasi untuk Memudahkan Pengisian Mobil Listrik,Volvo,1
498,"Promo Wuling Mei 2022, Bayar Rp60 Juta Bawa Pulang Almaz RS",Wuling,0
499,Wuling Experience Weekend: Experience the Next Innovation Hadir di Bekasi,Wuling,0
500,"Almaz hingga Cortez Disuntik Promo, Bisa Dapat Rp 5 Juta, Datang ke Wuling Experience Weekend",Wuling,1
501,"Wuling Experience Weekend Menyapa Bekasi, Beli Unit Bisa Dapat Rp 5 Juta",Wuling,0
502,Konsultasi OTOMOTIF : Pilih Wuling Almaz RS Atau Kijang Innova?,Wuling,0
503,"Bisa Dicatat, Ini Harga Spare Part Fast Moving Wuling Cortez 1.8, Mulai Rp 50 Ribuan",Wuling,1
504,"Wuling EV Dikenalkan, Mobil Listrik Mungil Ini Bisa Melaju 300 Kilometer Sekali Charge",Wuling,1
505,"Wuling EV Bakal Wara-wiri di Bali, Resmi Jadi Official Car KTT G20",Wuling,1
506,"Bakal Diproduksi di Pabrik Cikarang, Set Harga Wuling EV Diduga Segini",Wuling,1
508,"Modal Rp 60 Juta Almaz RS Dikirim ke Rumah, Wuling Gelar Promo di Bulan Juni",Wuling,1
509,"Wuling New Cortez Secanggih Almaz RS, Punya Fitur IoV, Ini Fungsinya",Wuling,1
510,"Ramaikan Jakarta Fair 2022, Wuling Kasih Promo Menarik Ini Untuk Konsumen",Wuling,1
511,"Mudik Pakai Wuling Almaz RS, Manjakan Penggunanya saat Macet",Wuling,1
512,Wuling New Cortez Jadi MPV Andal Sesuai Kebutuhan Keluarga Indonesia,Wuling,1
513,"Transaksi di Wuling Experience Weekend, Bisa Dapat e-Wallet Jutaan Rupiah",Wuling,1
514,Saatnya Mengeksplorasi Wuling Almaz RS dan New Cortez di Even ini,Wuling,1
515,"Beli Salah satu Mobil Wuling Sekarang, Cicilan Cukup Segini",Wuling,0
516,Wuling Exclusive Offers : Promo Seluruh Line Up Untuk Pemburu Diskon!,Wuling,0
517,"Wuling Experience Weekend: The Next Innovation, Mulai Digelar di Jakarta",Wuling,1
